0;1
1;1
2;1
3;1
4;1
5;1
6;2
7;2
8;2
9;2
10;2
11;3
12;3
13;3
14;3
15;3
16;4
17;4
18;4
19;4
20;5
21;5
22;5
23;5
24;5
25;6
26;6
27;6
28;6
29;6
30;7
31;7
32;7
33;7
34;7
35;8
36;8
37;8
38;8
39;9
40;9
41;9
42;9
43;9
44;10
45;10
46;10
47;10
48;10
49;11
50;11
51;11
52;11
53;11
54;12
55;12
56;12
57;12
58;12
59;13
60;13
61;13
62;13
63;14
64;14
65;14
66;14
67;14
68;15
69;15
70;15
71;15
72;15
73;16
74;16
75;16
76;16
77;16
78;17
79;17
80;17
81;17
82;17
83;18
84;18
85;18
86;18
87;19
88;19
89;19
90;19
91;19
92;20
93;20
94;20
95;20
96;20
97;21
98;21
99;21
100;21
101;21
102;22
103;22
104;22
105;22
106;23
107;23
108;23
109;23
110;23
111;24
112;24
113;24
114;24
115;24
116;25
117;25
118;25
119;25
120;25
121;26
122;26
123;26
124;26
125;26
126;27
127;27
128;27
129;27
130;28
131;28
132;28
133;28
134;28
135;29
136;29
137;29
138;29
139;29
140;30
141;30
142;30
143;30
144;30
145;31
146;31
147;31
148;31
149;31
150;32
151;32
152;32
153;32
154;33
155;33
156;33
157;33
158;33
159;34
160;34
161;34
162;34
163;34
164;35
165;35
166;35
167;35
168;35
169;36
170;36
171;36
172;36
173;37
174;37
175;37
176;37
177;37
178;38
179;38
180;38
181;38
182;38
183;39
184;39
185;39
186;39
187;39
188;40
189;40
190;40
191;40
192;40
193;41
194;41
195;41
196;41
197;42
198;42
199;42
200;42
201;42
202;43
203;43
204;43
205;43
206;43
207;44
208;44
209;44
210;44
211;44
212;45
213;45
214;45
215;45
216;46
217;46
218;46
219;46
220;46
221;47
222;47
223;47
224;47
225;47
226;48
227;48
228;48
229;48
230;48
231;49
232;49
233;49
234;49
235;49
236;50
237;50
238;50
239;50
240;51
241;51
242;51
243;51
244;51
245;52
246;52
247;52
248;52
249;52
250;53
251;53
252;53
253;53
254;53
255;54
256;54
257;54
258;54
259;54
260;55
261;55
262;55
263;55
264;56
265;56
266;56
267;56
268;56
269;57
270;57
271;57
272;57
273;57
274;58
275;58
276;58
277;58
278;58
279;59
280;59
281;59
282;59
283;60
284;60
285;60
286;60
287;60
288;61
289;61
290;61
291;61
292;61
293;62
294;62
295;62
296;62
297;62
298;63
299;63
300;63
301;63
302;63
303;64
304;64
305;64
306;64
307;65
308;65
309;65
310;65
311;65
312;66
313;66
314;66
315;66
316;66
317;67
318;67
319;67
320;67
321;67
322;68
323;68
324;68
325;68
326;68
327;69
328;69
329;69
330;69
331;70
332;70
333;70
334;70
335;70
336;71
337;71
338;71
339;71
340;71
341;72
342;72
343;72
344;72
345;72
346;73
347;73
348;73
349;73
350;74
351;74
352;74
353;74
354;74
355;75
356;75
357;75
358;75
359;75
360;76
361;76
362;76
363;76
364;76
365;77
366;77
367;77
368;77
369;77
370;78
371;78
372;78
373;78
374;79
375;79
376;79
377;79
378;79
379;80
380;80
381;80
382;80
383;80
384;81
385;81
386;81
387;81
388;81
389;82
390;82
391;82
392;82
393;82
394;83
395;83
396;83
397;83
398;84
399;84
400;84
401;84
402;84
403;85
404;85
405;85
406;85
407;85
408;86
409;86
410;86
411;86
412;86
413;87
414;87
415;87
416;87
417;88
418;88
419;88
420;88
421;88
422;89
423;89
424;89
425;89
426;89
427;90
428;90
429;90
430;90
431;90
432;91
433;91
434;91
435;91
436;91
437;92
438;92
439;92
440;92
441;93
442;93
443;93
444;93
445;93
446;94
447;94
448;94
449;94
450;94
451;95
452;95
453;95
454;95
455;95
456;96
457;96
458;96
459;96
460;96
461;97
462;97
463;97
464;97
465;98
466;98
467;98
468;98
469;98
470;99
471;99
472;99
473;99
474;99
475;100
476;100
477;100
478;100
479;100
480;101
481;101
482;101
483;101
484;102
485;102
486;102
487;102
488;102
489;103
490;103
491;103
492;103
493;103
494;104
495;104
496;104
497;104
498;104
499;105
500;105
501;105
502;105
503;105
504;106
505;106
506;106
507;106
508;107
509;107
510;107
511;107
512;107
513;108
514;108
515;108
516;108
517;108
518;109
519;109
520;109
521;109
522;109
523;110
524;110
525;110
526;110
527;110
528;111
529;111
530;111
531;111
532;112
533;112
534;112
535;112
536;112
537;113
538;113
539;113
540;113
541;113
542;114
543;114
544;114
545;114
546;114
547;115
548;115
549;115
550;115
551;116
552;116
553;116
554;116
555;116
556;117
557;117
558;117
559;117
560;117
561;118
562;118
563;118
564;118
565;118
566;119
567;119
568;119
569;119
570;119
571;120
572;120
573;120
574;120
575;121
576;121
577;121
578;121
579;121
580;122
581;122
582;122
583;122
584;122
585;123
586;123
587;123
588;123
589;123
590;124
591;124
592;124
593;124
594;124
595;125
596;125
597;125
598;125
599;126
600;126
601;126
602;126
603;126
604;127
605;127
606;127
607;127
608;127
609;128
610;128
611;128
612;128
613;128
614;129
615;129
616;129
617;129
618;130
619;130
620;130
621;130
622;130
623;131
624;131
625;131
626;131
627;131
628;132
629;132
630;132
631;132
632;132
633;133
634;133
635;133
636;133
637;133
638;134
639;134
640;134
641;134
642;135
643;135
644;135
645;135
646;135
647;136
648;136
649;136
650;136
651;136
652;137
653;137
654;137
655;137
656;137
657;138
658;138
659;138
660;138
661;139
662;139
663;139
664;139
665;139
666;140
667;140
668;140
669;140
670;140
671;141
672;141
673;141
674;141
675;141
676;142
677;142
678;142
679;142
680;142
681;143
682;143
683;143
684;143
685;144
686;144
687;144
688;144
689;144
690;145
691;145
692;145
693;145
694;145
695;146
696;146
697;146
698;146
699;146
700;147
701;147
702;147
703;147
704;147
705;148
706;148
707;148
708;148
709;149
710;149
711;149
712;149
713;149
714;150
715;150
716;150
717;150
718;150
719;151
720;151
721;151
722;151
723;151
724;152
725;152
726;152
727;152
728;153
729;153
730;153
731;153
732;153
733;154
734;154
735;154
736;154
737;154
738;155
739;155
740;155
741;155
742;155
743;156
744;156
745;156
746;156
747;156
748;157
749;157
750;157
751;157
752;158
753;158
754;158
755;158
756;158
757;159
758;159
759;159
760;159
761;159
762;160
763;160
764;160
765;160
766;160
767;161
768;161
769;161
770;161
771;161
772;162
773;162
774;162
775;162
776;163
777;163
778;163
779;163
780;163
781;164
782;164
783;164
784;164
785;164
786;165
787;165
788;165
789;165
790;165
791;166
792;166
793;166
794;166
795;167
796;167
797;167
798;167
799;167
800;168
801;168
802;168
803;168
804;168
805;169
806;169
807;169
808;169
809;169
810;170
811;170
812;170
813;170
